Position;step;solution;Set;raw;diff;logdiff;abwpro;logabwpro;diffsq;logdiffsq
Polishing tunnel (Water);Truck;DS0200;S7;0.08625;0.0284;0.123614955;0.247710423;-0.606055719;0.00080656;0.015280657
Polishing tunnel (Whips);Truck;DS0200;S7;0.059625;0.00515;0.03597903;0.079505982;-1.099600193;2.65E-05;0.001294491
Splitting saw;Truck;DS0200;S7;0.022;0.011975;0.3413383;1.194513716;0.077191141;0.000143401;0.116511835
Sticking;Truck;DS0200;S7;0.009375;0.002375;0.126873236;0.339285714;-0.469434426;5.64E-06;0.016096818
Truck (Gloves);Truck;DS0200;S7;0.1265;0.0199;0.063450551;0.135928962;-0.866688;0.00039601;0.004025972
Truck (Wall);Truck;DS0200;S7;0.00425;0.00055;0.052852307;0.114583333;-0.940878548;3.03E-07;0.002793366
Unknown;Truck;DS0200;S7;0.487875;0.1229;0.126045447;0.336735393;-0.472711234;0.01510441;0.015887455
Anal Swab;Singeing;DS0200;S8;0.0005;0.00165;0.633468456;0.76744186;-0.114954516;2.72E-06;0.401282284
Classification (Gloves);Singeing;DS0200;S8;0.015125;0.01205;0.254474169;0.443422263;-0.353182506;0.000145203;0.064757103
Classification (Railing);Singeing;DS0200;S8;0.05225;0.0313;0.203860159;0.374625972;-0.426402117;0.00097969;0.041558965
Cooling chamber (Wall_A);Singeing;DS0200;S8;0.000875;0.000725;0.765916794;4.833333333;0.684246748;5.26E-07;0.586628535
Evisceration (Aprons);Singeing;DS0200;S8;0.019375;0.008525;0.251811973;0.785714286;-0.104735351;7.27E-05;0.06340927
Evisceration (Gloves);Singeing;DS0200;S8;0.012875;0.003;0.115210133;0.303797468;-0.51741585;0.000009;0.013273375
Evisceration (Knifes);Singeing;DS0200;S8;0.00875;0.0037;0.238716675;0.732673267;-0.135089654;0.00001369;0.056985651
Lock (Hands_A);Singeing;DS0200;S8;0.006625;0.00345;0.319442153;1.086614173;0.036075365;1.19E-05;0.102043289
Lock (Shoes_A);Singeing;DS0200;S8;0.00925;0.00185;0.096910013;0.25;-0.602059991;3.42E-06;0.009391551
Polishing tunnel (Nozzles);Singeing;DS0200;S8;0.013875;0.0067;0.286411086;0.933797909;-0.029747103;0.00004489;0.08203131
Polishing tunnel (Water);Singeing;DS0200;S8;0.23925;0.15855;0.220812832;0.398567119;-0.399498532;0.025138103;0.048758307
Polishing tunnel (Whips);Singeing;DS0200;S8;0.020125;5.00E-05;0.001080335;0.00249066;-2.60368555;2.50E-09;1.17E-06
Splitting saw;Singeing;DS0200;S8;0.014125;0.00715;0.306444245;1.025089606;0.01076183;5.11E-05;0.093908075
Sticking;Singeing;DS0200;S8;0.007625;0.00065;0.035528154;0.078549849;-1.104854646;4.23E-07;0.00126225
Truck (Gloves);Singeing;DS0200;S8;0.05325;0.002975;0.023609852;0.052912406;-1.276442494;8.85E-06;0.000557425
Truck (Wall);Singeing;DS0200;S8;0.008;0.0039;0.29030613;0.951219512;-0.02171925;0.00001521;0.084277649
Unknown;Singeing;DS0200;S8;0.518125;0.168125;0.170366504;0.480357143;-0.318435747;0.028266016;0.029024746
Anal Swab;Polishing;DS0200;S8;0.001625;0.00095;0.199923868;0.368932039;-0.433053628;9.03E-07;0.039969553
Classification (Gloves);Polishing;DS0200;S8;0.038125;0.013025;0.181536131;0.518924303;-0.28489599;0.000169651;0.032955367
Classification (Railing);Polishing;DS0200;S8;0.1215;0.1009;0.262558505;0.45368705;-0.343243617;0.01018081;0.068936969
Cooling chamber (Wall_A);Polishing;DS0200;S8;0.00175;0.001575;1;9;0.954242509;2.48E-06;1
Evisceration (Aprons);Polishing;DS0200;S8;0.01075;0.00495;0.267980471;0.853448276;-0.068822795;2.45E-05;0.071813533
Evisceration (Gloves);Polishing;DS0200;S8;0.008375;0.0005;0.025183546;0.056338028;-1.249198357;2.50E-07;0.000634211
Evisceration (Knifes);Polishing;DS0200;S8;0.003875;0.001075;0.141113676;0.383928571;-0.415749567;1.16E-06;0.019913069
Lock (Hands_A);Polishing;DS0200;S8;0.001875;0.0008;0.241592808;0.744186047;-0.128318477;0.00000064;0.058367085
Lock (Shoes_A);Polishing;DS0200;S8;0.009625;0.00555;0.373273125;1.36196319;0.13416537;3.08E-05;0.139332826
Polishing tunnel (Nozzles);Polishing;DS0200;S8;0.03775;0.00845;0.110049336;0.288395904;-0.540010911;7.14E-05;0.012110856
Polishing tunnel (Water);Polishing;DS0200;S8;0.12;0.080175;0.222228591;0.400524541;-0.397370869;0.006428031;0.049385547
Polishing tunnel (Whips);Polishing;DS0200;S8;0.085875;0.075025;0.272689294;0.466283406;-0.33135004;0.005628751;0.074359451
Splitting saw;Polishing;DS0200;S8;0.028625;0.020875;0.567443793;2.693548387;0.430324782;0.000435766;0.321992458
Sticking;Polishing;DS0200;S8;0.00475;0.001575;0.12436692;0.249011858;-0.603779972;2.48E-06;0.015467131
Truck (Gloves);Polishing;DS0200;S8;0.07925;0.03555;0.160942617;0.30966899;-0.509102283;0.001263803;0.025902526
Truck (Wall);Polishing;DS0200;S8;0.004;0.00325;0.726998728;4.333333333;0.636822098;1.06E-05;0.52852715
Unknown;Polishing;DS0200;S8;0.44225;0.235125;0.32943532;1.135184068;0.055066287;0.055283766;0.10852763
Anal Swab;Evisceration;DS0200;S8;0.00225;0.000525;0.115393419;0.304347826;-0.516629796;2.76E-07;0.013315641
Classification (Gloves);Evisceration;DS0200;S8;0.06025;0.029675;0.294590586;0.970564186;-0.012975738;0.000880606;0.086783613
Classification (Railing);Evisceration;DS0200;S8;0.1135;0.116475;0.306684766;0.506468094;-0.295447908;0.013566426;0.094055546
Cooling chamber (Wall_A);Evisceration;DS0200;S8;0.00275;0.0023;0.78612018;5.111111111;0.708515322;0.00000529;0.617984937
Evisceration (Aprons);Evisceration;DS0200;S8;0.01275;0.004975;0.214809787;0.639871383;-0.193907313;2.48E-05;0.046143245
Evisceration (Gloves);Evisceration;DS0200;S8;0.010375;0.0015;0.067819744;0.169014085;-0.772077103;0.00000225;0.004599518
Evisceration (Knifes);Evisceration;DS0200;S8;0.00725;0.003175;0.250210393;0.779141104;-0.108383883;1.01E-05;0.062605241
Lock (Hands_A);Evisceration;DS0200;S8;0.004125;0.002175;0.325389342;1.115384615;0.04742465;4.73E-06;0.105878224
Lock (Shoes_A);Evisceration;DS0200;S8;0.00425;5.00E-05;0.00513964;0.011904762;-1.924279286;2.50E-09;2.64E-05
Polishing tunnel (Nozzles);Evisceration;DS0200;S8;0.04225;0.0218;0.315133401;1.06601467;0.027763181;0.00047524;0.09930906
Polishing tunnel (Water);Evisceration;DS0200;S8;0.052375;0.056675;0.318501634;0.519715727;-0.284234141;0.003212056;0.101443291
Polishing tunnel (Whips);Evisceration;DS0200;S8;0.09225;0.071825;0.250076038;0.437757123;-0.358766778;0.005158831;0.062538025
Splitting saw;Evisceration;DS0200;S8;0.0285;0.02025;0.538390911;2.454545455;0.389971079;0.000410063;0.289864774
Sticking;Evisceration;DS0200;S8;0.0035;0.000575;0.066059569;0.141104294;-0.850459768;3.31E-07;0.004363867
Truck (Gloves);Evisceration;DS0200;S8;0.115;0.05325;0.165257233;0.316493314;-0.499635461;0.002835563;0.027309953
Truck (Wall);Evisceration;DS0200;S8;0.0015;0.0005;0.124938737;0.25;-0.602059991;0.00000025;0.015609688
Unknown;Evisceration;DS0200;S8;0.447125;0.212875;0.280749354;0.908751334;-0.041554939;0.045315766;0.0788202
Anal Swab;Classification;DS0200;S8;0.0005;0.0004;0.255272505;0.444444444;-0.352182518;0.00000016;0.065164052
Classification (Gloves);Classification;DS0200;S8;0.0535;0.014025;0.132031643;0.355288157;-0.449419269;0.000196701;0.017432355
Classification (Railing);Classification;DS0200;S8;0.126375;0.10475;0.262185756;0.453217956;-0.343692893;0.010972563;0.06874137
Cooling chamber (Wall_A);Classification;DS0200;S8;0.002;0.00155;0.647817482;3.444444444;0.537119184;2.40E-06;0.41966749
Evisceration (Aprons);Classification;DS0200;S8;0.0155;0.010225;0.468109234;1.938388626;0.287440853;0.000104551;0.219126255
Evisceration (Gloves);Classification;DS0200;S8;0.00875;0.010275;0.337316612;0.540078844;-0.267542835;0.000105576;0.113782497
Evisceration (Knifes);Classification;DS0200;S8;0.002125;0.000975;0.164002759;0.314516129;-0.502357078;9.51E-07;0.026896905
Lock (Hands_A);Classification;DS0200;S8;0.00275;0.00095;0.184060189;0.527777778;-0.2775489;9.03E-07;0.033878153
Lock (Shoes_A);Classification;DS0200;S8;0.005125;0.000425;0.034599113;0.076576577;-1.115904053;1.81E-07;0.001197099
Polishing tunnel (Nozzles);Classification;DS0200;S8;0.037;0.005675;0.072310644;0.181165204;-0.741925214;3.22E-05;0.005228829
Polishing tunnel (Water);Classification;DS0200;S8;0.09925;0.027225;0.105274173;0.215259933;-0.6670368;0.000741201;0.011082651
Polishing tunnel (Whips);Classification;DS0200;S8;0.069;0.0573;0.26255426;0.45368171;-0.343248729;0.00328329;0.068934739
Splitting saw;Classification;DS0200;S8;0.027625;0.02055;0.591575842;2.90459364;0.463085382;0.000422303;0.349961977
Sticking;Classification;DS0200;S8;0.00625;0.000525;0.038104526;0.091703057;-1.037616188;2.76E-07;0.001451955
Truck (Gloves);Classification;DS0200;S8;0.126125;0.05985;0.168653388;0.321817449;-0.492390413;0.003582023;0.028443965
Truck (Wall);Classification;DS0200;S8;0.00475;0.0004;0.038204353;0.091954023;-1.036429266;0.00000016;0.001459573
Unknown;Classification;DS0200;S8;0.413375;0.2073;0.302318899;1.005944438;0.002573994;0.04297329;0.091396717
Anal Swab;Truck;DS0200;S8;0.001125;0.000175;0.073428917;0.184210526;-0.734685557;3.06E-08;0.005391806
Classification (Gloves);Truck;DS0200;S8;0.0375;0.005975;0.075376172;0.189532117;-0.722317186;3.57E-05;0.005681567
Classification (Railing);Truck;DS0200;S8;0.108125;0.09045;0.263998451;0.455495405;-0.341516;0.008181203;0.069695182
Cooling chamber (Wall_A);Truck;DS0200;S8;0.003;0.0017;0.363177902;1.307692308;0.116505569;0.00000289;0.131898189
Evisceration (Aprons);Truck;DS0200;S8;0.017625;0.00015;0.003711941;0.008583691;-2.066325925;2.25E-08;1.38E-05
Evisceration (Gloves);Truck;DS0200;S8;0.0095;0.0023;0.120391109;0.319444444;-0.49560466;0.00000529;0.014494019
Evisceration (Knifes);Truck;DS0200;S8;0.005125;0.000925;0.086444579;0.220238095;-0.657107558;8.56E-07;0.007472665
Lock (Hands_A);Truck;DS0200;S8;0.01075;0.005125;0.281285937;0.911111111;-0.040428657;2.63E-05;0.079121779
Lock (Shoes_A);Truck;DS0200;S8;0.005625;2.50E-05;0.0019345;0.004464286;-2.350248018;6.25E-10;3.74E-06
Polishing tunnel (Nozzles);Truck;DS0200;S8;0.02625;0.011325;0.245214968;0.75879397;-0.119876129;0.000128256;0.060130381
Polishing tunnel (Water);Truck;DS0200;S8;0.052625;0.062025;0.33818195;0.540994331;-0.266807286;0.003847101;0.114367031
Polishing tunnel (Whips);Truck;DS0200;S8;0.047625;0.01715;0.133572433;0.26476264;-0.577143297;0.000294123;0.017841595
Splitting saw;Truck;DS0200;S8;0.023875;0.01385;0.376858999;1.381546135;0.140365392;0.000191823;0.142022705
Sticking;Truck;DS0200;S8;0.007375;0.000375;0.022663985;0.053571429;-1.271066772;1.41E-07;0.000513656
Truck (Gloves);Truck;DS0200;S8;0.11575;0.03065;0.102020077;0.209357923;-0.679110598;0.000939423;0.010408096
Truck (Wall);Truck;DS0200;S8;0.009375;0.004575;0.290730039;0.953125;-0.020850139;2.09E-05;0.084523956
Unknown;Truck;DS0200;S8;0.51875;0.153775;0.152694992;0.421330228;-0.375377382;0.023646751;0.023315761
Anal Swab;Singeing;DS0200;S9;0.002;0.00015;0.031408464;0.069767442;-1.156347201;2.25E-08;0.000986492
Classification (Gloves);Singeing;DS0200;S9;0.033375;0.0062;0.089251722;0.228150874;-0.641777863;0.00003844;0.00796587
Classification (Railing);Singeing;DS0200;S9;0.072125;0.011425;0.063860628;0.136744464;-0.864090245;0.000130531;0.00407818
Cooling chamber (Wall_A);Singeing;DS0200;S9;0.000625;0.000475;0.619788758;3.166666667;0.500602351;2.26E-07;0.384138105
Evisceration (Aprons);Singeing;DS0200;S9;0.009125;0.001725;0.075196865;0.158986175;-0.798640639;2.98E-06;0.005654569
Evisceration (Gloves);Singeing;DS0200;S9;0.01525;0.005375;0.188732739;0.544303797;-0.264158636;2.89E-05;0.035620047
Evisceration (Knifes);Singeing;DS0200;S9;0.008875;0.003825;0.244876984;0.757425743;-0.120659939;1.46E-05;0.059964737
Lock (Hands_A);Singeing;DS0200;S9;0.005375;0.0022;0.228634739;0.692913386;-0.159321049;0.00000484;0.052273844
Lock (Shoes_A);Singeing;DS0200;S9;0.005;0.0024;0.170261715;0.324324324;-0.489020478;0.00000576;0.028989052
Polishing tunnel (Nozzles);Singeing;DS0200;S9;0.009;0.001825;0.098420604;0.254355401;-0.594559037;3.33E-06;0.009686615
Polishing tunnel (Water);Singeing;DS0200;S9;0.22875;0.16905;0.240303676;0.424962293;-0.371649604;0.028577903;0.057745857
Polishing tunnel (Whips);Singeing;DS0200;S9;0.018;0.002075;0.047383049;0.103362391;-0.985637453;4.31E-06;0.002245153
Splitting saw;Singeing;DS0200;S9;0.01125;0.004275;0.207608311;0.612903226;-0.212608093;1.83E-05;0.043101211
Sticking;Singeing;DS0200;S9;0.004625;0.00365;0.252656265;0.441087613;-0.355475138;1.33E-05;0.063835188
Truck (Gloves);Singeing;DS0200;S9;0.041;0.015225;0.137145607;0.270787016;-0.567372163;0.000231801;0.018808918
Truck (Wall);Singeing;DS0200;S9;0.01075;0.00665;0.418624608;1.62195122;0.210037789;4.42E-05;0.175246562
Unknown;Singeing;DS0200;S9;0.524875;0.174875;0.175987843;0.499642857;-0.301340317;0.030581266;0.030971721
Anal Swab;Polishing;DS0200;S9;0.001;0.001575;0.410777233;0.611650485;-0.213496675;2.48E-06;0.168737935
Classification (Gloves);Polishing;DS0200;S9;0.038;0.0129;0.180109875;0.513944223;-0.289084011;0.00016641;0.032439567
Classification (Railing);Polishing;DS0200;S9;0.1265;0.0959;0.245044257;0.431205036;-0.365316176;0.00919681;0.060046688
Cooling chamber (Wall_A);Polishing;DS0200;S9;0.000875;0.0007;0.698970004;4;0.602059991;0.00000049;0.488559067
Evisceration (Aprons);Polishing;DS0200;S9;0.008625;0.002825;0.17233111;0.487068966;-0.312409541;7.98E-06;0.029698012
Evisceration (Gloves);Polishing;DS0200;S9;0.01125;0.002375;0.102984161;0.267605634;-0.572504748;5.64E-06;0.010605737
Evisceration (Knifes);Polishing;DS0200;S9;0.002625;0.000175;0.028028724;0.0625;-1.204119983;3.06E-08;0.000785609
Lock (Hands_A);Polishing;DS0200;S9;0.0025;0.001425;0.366531544;1.325581395;0.1224064;2.03E-06;0.134345373
Lock (Shoes_A);Polishing;DS0200;S9;0.004;7.50E-05;0.008067622;0.018404908;-1.73506635;5.63E-09;6.51E-05
Polishing tunnel (Nozzles);Polishing;DS0200;S9;0.014;0.0153;0.320739585;0.5221843;-0.28217619;0.00023409;0.102873881
Polishing tunnel (Water);Polishing;DS0200;S9;0.11525;0.084925;0.239768903;0.424253778;-0.372374282;0.007212256;0.057489127
Polishing tunnel (Whips);Polishing;DS0200;S9;0.07575;0.08515;0.327173407;0.52921069;-0.276371392;0.007250523;0.107042438
Splitting saw;Polishing;DS0200;S9;0.020375;0.012625;0.419795915;1.629032258;0.211929684;0.000159391;0.17622861
Sticking;Polishing;DS0200;S9;0.004875;0.00145;0.11308591;0.229249012;-0.639692528;2.10E-06;0.012788423
Truck (Gloves);Polishing;DS0200;S9;0.12075;0.00595;0.021945251;0.051829268;-1.285424922;3.54E-05;0.000481594
Truck (Wall);Polishing;DS0200;S9;0.006875;0.006125;0.962211439;8.166666667;0.91204483;3.75E-05;0.925850854
Unknown;Polishing;DS0200;S9;0.44675;0.239625;0.33383204;1.156910078;0.063299604;0.057420141;0.111443831
Anal Swab;Evisceration;DS0200;S9;0.00125;0.000475;0.139879086;0.275362319;-0.56009549;2.26E-07;0.019566159
Classification (Gloves);Evisceration;DS0200;S9;0.04725;0.016675;0.189035347;0.545380213;-0.263300623;0.000278056;0.035734362
Classification (Railing);Evisceration;DS0200;S9;0.1195;0.110475;0.284312722;0.480378302;-0.318416617;0.012204726;0.080833724
Cooling chamber (Wall_A);Evisceration;DS0200;S9;0.000875;0.000425;0.288795539;0.944444444;-0.024823584;1.81E-07;0.083402863
Evisceration (Aprons);Evisceration;DS0200;S9;0.009125;0.00135;0.069532475;0.173633441;-0.760366629;1.82E-06;0.004834765
Evisceration (Gloves);Evisceration;DS0200;S9;0.013875;0.005;0.19406463;0.563380282;-0.249198357;0.000025;0.037661081
Evisceration (Knifes);Evisceration;DS0200;S9;0.00575;0.001675;0.149540232;0.411042945;-0.386112802;2.81E-06;0.022362281
Lock (Hands_A);Evisceration;DS0200;S9;0.003875;0.001925;0.298237095;0.987179487;-0.005603878;3.71E-06;0.088945365
Lock (Shoes_A);Evisceration;DS0200;S9;0.00225;0.00195;0.271066772;0.464285714;-0.333214679;3.80E-06;0.073477195
Polishing tunnel (Nozzles);Evisceration;DS0200;S9;0.0145;0.00595;0.14932531;0.290953545;-0.536176347;3.54E-05;0.022298048
Polishing tunnel (Water);Evisceration;DS0200;S9;0.07625;0.0328;0.155385822;0.300779459;-0.521751826;0.00107584;0.024144754
Polishing tunnel (Whips);Evisceration;DS0200;S9;0.078;0.086075;0.32294781;0.524607649;-0.280165382;0.007408906;0.104295288
Splitting saw;Evisceration;DS0200;S9;0.025625;0.017375;0.492209926;2.106060606;0.323470865;0.000301891;0.242270611
Sticking;Evisceration;DS0200;S9;0.0025;0.001575;0.212187604;0.386503067;-0.412847055;2.48E-06;0.045023579
Truck (Gloves);Evisceration;DS0200;S9;0.108625;0.059625;0.190025283;0.354383358;-0.450526681;0.003555141;0.036109608
Truck (Wall);Evisceration;DS0200;S9;0.00875;0.00675;0.640978057;3.375;0.528273777;4.56E-05;0.41085287
Unknown;Evisceration;DS0200;S9;0.482;0.24775;0.313367439;1.057630736;0.024334064;0.061380063;0.098199152
Anal Swab;Classification;DS0200;S9;0.000625;0.000275;0.158362492;0.305555556;-0.514909816;7.56E-08;0.025078679
Classification (Gloves);Classification;DS0200;S9;0.037625;0.00185;0.02084563;0.046865104;-1.32915041;3.42E-06;0.00043454
Classification (Railing);Classification;DS0200;S9;0.131875;0.09925;0.243684452;0.429421309;-0.367116409;0.009850563;0.059382112
Cooling chamber (Wall_A);Classification;DS0200;S9;0.002375;0.001925;0.7224511;4.277777778;0.63121822;3.71E-06;0.521935592
Evisceration (Aprons);Classification;DS0200;S9;0.0135;0.008225;0.408111305;1.559241706;0.192913443;6.77E-05;0.166554837
Evisceration (Gloves);Classification;DS0200;S9;0.018625;0.0004;0.009228384;0.021024967;-1.677264674;1.60E-07;8.52E-05
Evisceration (Knifes);Classification;DS0200;S9;0.00575;0.00265;0.268306151;0.85483871;-0.06811582;7.02E-06;0.071988191
Lock (Hands_A);Classification;DS0200;S9;0.004375;0.002575;0.385705552;1.430555556;0.155504728;6.63E-06;0.148768773
Lock (Shoes_A);Classification;DS0200;S9;0.00425;0.0013;0.115904053;0.234234234;-0.630349631;0.00000169;0.01343375
Polishing tunnel (Nozzles);Classification;DS0200;S9;0.028;0.003325;0.048733048;0.106145251;-0.97409943;1.11E-05;0.00237491
Polishing tunnel (Water);Classification;DS0200;S9;0.075375;0.0511;0.224777363;0.404032417;-0.393583788;0.00261121;0.050524863
Polishing tunnel (Whips);Classification;DS0200;S9;0.063875;0.062425;0.296072437;0.494259699;-0.3060448;0.003896881;0.087658888
Splitting saw;Classification;DS0200;S9;0.01725;0.010175;0.387062655;1.438162544;0.157807974;0.000103531;0.149817499
Sticking;Classification;DS0200;S9;0.0055;0.000225;0.017412802;0.03930131;-1.405592973;5.06E-08;0.000303206
Truck (Gloves);Classification;DS0200;S9;0.157875;0.0281;0.071141204;0.151095577;-0.820748247;0.00078961;0.005061071
Truck (Wall);Classification;DS0200;S9;0.005;0.00065;0.060480747;0.149425287;-0.8255759;4.23E-07;0.003657921
Unknown;Classification;DS0200;S9;0.428125;0.22205;0.31754528;1.07752032;0.032425469;0.049306203;0.100835005
Anal Swab;Truck;DS0200;S9;0.00175;0.0008;0.265314443;0.842105263;-0.074633618;0.00000064;0.070391754
Classification (Gloves);Truck;DS0200;S9;0.039875;0.00835;0.102045601;0.264869151;-0.57696862;6.97E-05;0.010413305
Classification (Railing);Truck;DS0200;S9;0.1215;0.077075;0.213348293;0.388140501;-0.411011038;0.005940556;0.045517494
Cooling chamber (Wall_A);Truck;DS0200;S9;0.001875;0.000575;0.15905792;0.442307692;-0.354275508;3.31E-07;0.025299422
Evisceration (Aprons);Truck;DS0200;S9;0.01375;0.003725;0.104114486;0.21316166;-0.671290907;1.39E-05;0.010839826
Evisceration (Gloves);Truck;DS0200;S9;0.01625;0.00905;0.353520869;1.256944444;0.099316083;8.19E-05;0.124977005
Evisceration (Knifes);Truck;DS0200;S9;0.007375;0.003175;0.244512734;0.755952381;-0.121505561;1.01E-05;0.059786477
Lock (Hands_A);Truck;DS0200;S9;0.007625;0.002;0.132117321;0.355555556;-0.449092531;0.000004;0.017454987
Lock (Shoes_A);Truck;DS0200;S9;0.005875;0.000275;0.020819844;0.049107143;-1.308855333;7.56E-08;0.000433466
Polishing tunnel (Nozzles);Truck;DS0200;S9;0.016875;0.00195;0.053329442;0.130653266;-0.883879728;3.80E-06;0.002844029
Polishing tunnel (Water);Truck;DS0200;S9;0.05475;0.0599;0.320989936;0.52245966;-0.281947237;0.00358801;0.103034539
Polishing tunnel (Whips);Truck;DS0200;S9;0.03925;0.025525;0.217567761;0.394056349;-0.404441671;0.000651526;0.04733573
Splitting saw;Truck;DS0200;S9;0.02225;0.012225;0.346245634;1.219451372;0.086164487;0.000149451;0.119886039
Sticking;Truck;DS0200;S9;0.004;0.003;0.243038049;0.428571429;-0.367976785;0.000009;0.059067493
Truck (Gloves);Truck;DS0200;S9;0.103875;0.042525;0.14903004;0.290471311;-0.536896754;0.001808376;0.022209953
Truck (Wall);Truck;DS0200;S9;0.012875;0.008075;0.428506;1.682291667;0.225901294;6.52E-05;0.183617392
Unknown;Truck;DS0200;S9;0.53025;0.165275;0.16221756;0.452839236;-0.344055951;0.027315826;0.026314537
Anal Swab;Singeing;DS0200;S10;0.00325;0.0011;0.179444901;0.511627907;-0.291045775;0.00000121;0.032200473
Classification (Gloves);Singeing;DS0200;S10;0.03625;0.009075;0.125138458;0.333946642;-0.476322919;8.24E-05;0.015659634
Classification (Railing);Singeing;DS0200;S10;0.061875;0.021675;0.130431242;0.259425494;-0.585987348;0.000469806;0.017012309
Cooling chamber (Wall_A);Singeing;DS0200;S10;0.00175;0.0016;1.06694679;10.66666667;1.028028724;0.00000256;1.138375452
Evisceration (Aprons);Singeing;DS0200;S10;0.013;0.00215;0.078513614;0.198156682;-0.702991278;4.62E-06;0.006164388
Evisceration (Gloves);Singeing;DS0200;S10;0.010125;0.00025;0.010857928;0.025316456;-1.596597096;6.25E-08;0.000117895
Evisceration (Knifes);Singeing;DS0200;S10;0.007875;0.002825;0.192959184;0.559405941;-0.252272926;7.98E-06;0.037233247
Lock (Hands_A);Singeing;DS0200;S10;0.00575;0.002575;0.257924115;0.811023622;-0.090966496;6.63E-06;0.066524849
Lock (Shoes_A);Singeing;DS0200;S10;0.011875;0.004475;0.205401899;0.60472973;-0.21843868;2.00E-05;0.04218994
Polishing tunnel (Nozzles);Singeing;DS0200;S10;0.007875;0.0007;0.040428657;0.097560976;-1.010723865;0.00000049;0.001634476
Polishing tunnel (Water);Singeing;DS0200;S10;0.24025;0.15755;0.219001382;0.396053293;-0.402246371;0.024822003;0.047961606
Polishing tunnel (Whips);Singeing;DS0200;S10;0.023125;0.00305;0.061426187;0.151930262;-0.818355715;9.30E-06;0.003773177
Splitting saw;Singeing;DS0200;S10;0.01475;0.007775;0.325247808;1.114695341;0.047156186;6.05E-05;0.105786137
Sticking;Singeing;DS0200;S10;0.007375;0.0009;0.050005978;0.108761329;-0.963525493;0.00000081;0.002500598
Truck (Gloves);Singeing;DS0200;S10;0.075625;0.0194;0.128735924;0.345042241;-0.462127734;0.00037636;0.016572938
Truck (Wall);Singeing;DS0200;S10;0.005375;0.001275;0.117594612;0.31097561;-0.507273672;1.63E-06;0.013828493
Unknown;Singeing;DS0200;S10;0.473875;0.123875;0.131595753;0.353928571;-0.451084377;0.015345016;0.017317442
Anal Swab;Polishing;DS0200;S10;0.000875;0.0017;0.46876918;0.660194175;-0.180328312;0.00000289;0.219744544
Classification (Gloves);Polishing;DS0200;S10;0.053625;0.028525;0.329693584;1.136454183;0.055551932;0.000813676;0.108697859
